,time,location,operator,route,aircraft_type,aboard,fatalities,description,month,year,day,latitude,longitude
169,c 08:00,"Mogador, Morocco",Linee Aeree Italiane,Rome - Rio de Janerio,Savoia-Marchetti SM83,7   (passengers:3  crew:4),7   (passengers:3  crew:4),Crashed into a mountain in  a storm while attempting to make a forced landing.,December,1939,24,31.5118281,-9.7620903
3092,18:30,"Near St. Marys, Alaska",Hageland Aviation Services,Bethel - Saint Marys,Cessna 208B Grand Caravan,10   (passengers:9  crew:1),4   (passengers:3  crew:1),The commuter plane crashed about 4 miles East of St. Marys in freezing rain.,November,2013,29,61.1554924,-149.6648173
2553,13:38,"Decatur Island, Washington",Aeronautical Services - Air Taxi,"Decatur Island, WAAnacortez, WA",Cessna 172N,3   (passengers:2  crew:1),3   (passengers:2  crew:1),"Witnesses to the accident reported that shortly after departing from the northbound turf runway the pilot initiated a 360-degree turn to the right (east). Shortly before completing the turn, the aircraft banked sharply to the left, pitched down, and collided with trees in a nose-low attitude. The pilot's failure to maintain airspeed during a low altitude turn, resulting in a stall. The pilot exceeding the aircraft's maximum gross takeoff weight was a factor.",October,2001,3,48.50295745,-122.808328702166
2886,c 14:00,"Yeco, Chile",Patagonia Airlines,Puerto Montt - La Junta,Cessna 208 Grand Caravan,10   (passengers:9  crew:1),10   (passengers:9  crew:1),The air taxi crashed about 18 km from its destination into a heavily wooded area. Continued VFR flight into IMC conditions. Pilot error.,June,2008,7,-39.450164,-73.1285035
3163,0719,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),Hong Kong - Bishkek - Istanbul,Boeing 747-412F,4   (passengers:0  crew:4),4   (passengers:0  crew:4),"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog.",January,2017,16,42.8767446,74.6069949
2677,08:01,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,Skopje - Mostar,Beechcraft Super King Air 200,9   (passengers:7  crew:2),9   (passengers:7  crew:2),"The twin engine aircraft crashed in the southern mountains of Bosnia in poor weather conditions, minutes away from landing at Mostar. Macedonian president, Boris Trajkovski, 47, killed along with 6 aids. Pilot error. The two-man crew misinterpreted crucial flight data in stormy weather.",February,2004,6,,
1260,09:15,"Morgan City, Louisiana",Petrolium Helo Inc.,"Oil platform - Morgan City, LA",Bell 206B,5   (passengers:4  crew:1),5   (passengers:4  crew:1),"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.",February,1973,19,29.6993748,-91.20677
1629,19:15,"Skagway, Alaska",Air Taxi - Skagway Air Service,"Skagway, AK - Local",Piper PA-32,6   (passengers:5  crew:1),6   (passengers:5  crew:1),"The aircraft's right wing impacted a boulder while exiting the mouth of a 3,000 ft. canyon while in a 45 degree bank. Pilot misjudged altitude and clearance.",August,1981,11,59.6226362,-135.4094368
427,06:00,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,17   (passengers:13  crew:4),17   (passengers:13  crew:4),Crashed into a mountain while en route.,December,1949,16,18.85923285,-97.1106537405747
2621,11:41,"Mena, Arkansas",Raytheon Aircraft,"Wichita, KS - Mena, AR",Beechcraft 1900C,3   (passengers:2  crew:1),3   (passengers:2  crew:1),Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.,December,2002,9,34.5862171,-94.2396554
753,18:30,"Rio de Janeiro, Brazil",REAL,Belo Horizonte - Rio de Janeiro,Convair CV-340-62,54   (passengers:49  crew:5),54   (passengers:49  crew:5),Crashed into Guanabara Bay during approach. Cause undetermined.,June,1960,24,-22.9110137,-43.2093727
219,03:00,North Atlantic Ocean,Military - U.S. Army Air Forces,"England - Long Island, N.Y.",Douglas C-54A-DO (DC-4),26   (passengers:20  crew:6),26   (passengers:20  crew:6),Disappeared while en route from Iceland to Newfoundland.,July,1944,26,40.0,-40.0
1933,11:02,"Talourow Island, USSR",Aeroflot,Observation flight out of Cape Schmidt,Antonov AN-26,10   (passengers:6  crew:4),10   (passengers:6  crew:4),Crashed into costal cliffs while on an ice observation flight.,July,1989,19,,
878,11:33,"Jamaica, New York",New York Airways,Idlewild - Newark,Boeing Vetrol 107 II helicopter,6   (passengers:3  crew:3),6   (passengers:3  crew:3),The helicopter crashed to the ground and burned. Fatigue failure of the drive quill shaft due to contamination of the lubrication system in the aft transmission assembly.,October,1963,14,40.6914852,-73.8056771
658,18:55,"Akshi, Russia",Aeroflot,Irkutsk - Chita,Ilyushin IL-12,27   (passengers:22  crew:5),27   (passengers:22  crew:5),"Collided with a hill while attempting to land a fourth time. The loss of orientation, and improper actions of the crew.",September,1957,30,,
1173,08:35,"Near Irkutsk, Russia",Aeroflot,Novosibirsk - Irkutsk,Tupolev TU-104B,126   (passengers:118  crew:8),97   (passengers:93  crew:4),While landing at Irkutsk Airport the aircraft landed short of the runway after an excessive rate of sink. The left wing separated and the plane burst into flames. Procedural errors by the crew.,July,1971,25,52.28979145,104.29383235
1206,22:00,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,Colombo - Dubai,Aerospatiale Caravelle Super 10B,112   (passengers:106  crew:6),112   (passengers:106  crew:6),"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan.",March,1972,14,,
2521,09:55,"Unadilla, Georgia",Military - Florida Army National Guard,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",Short 360,21   (passengers:18  crew:3),21   (passengers:18  crew:3),"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.",March,2001,3,32.2617378,-83.7364358
2411,14:30,"Ol Kiombo, Kenya",Malindi Air Services,Ol Kiombo - Mara Sika AS,Let 410UVP-E,2   (passengers:0  crew:2),2   (passengers:0  crew:2),Failed to gain altitude while taking off and crashed. The plane was on a positioning flight to pick up passengers.,May,1999,29,,
380,c 04:13,"Off San Juan, Puerto Rico",Airborne Transport,San Juan - Miami,Douglas DC-3DST,32   (passengers:29  crew:3),32   (passengers:29  crew:3),Radio contact was lost after the crew reported being 50 nm south of Miami. Departure from San Juan with known electrical problems and discharged batteries. Ditched in the Gulf of Mexico after it ran out of fuel. Offical cause unknown.,December,1948,28,18.465299,-66.116666
1688,13:55,"Near Cold Bay, Alaska",Reeve Aleutian Airways,"Cold Bay, Alaska - Seattle, Washington",Lockheed L-188C Electra,15   (passengers:10  crew:5),0   (passengers:0  crew:0),"After experiencing a strong vibration, the number 4 prop separated and struck the aircraft causing a major gash in the bottom of the aircraft. This resulted in decompression of the cabin and jamming of the flight controls. Using the autopilot, which uses separate cables, the crew was able to maintain level flight, but not turn or adjust the throttles..  As the flight crew kept trying heavy control inputs, they worked the cables loose enough to regain some control. Diverting to Anchorage, they were barely able to descend by stopping a second engine.  On the second attempt they were able to get low enough to land safely. The cause of the prop separation was not determined since it fell into the ocean",June,1983,8,,
1806,15:58,"Kuybyshev, Russia",Aeroflot,Yekaterinburg - Kuybyshev,Tupolev TU-134A,93   (passengers:85  crew:8),70   (passengers:66  crew:4),"The plane made a hard landing, crashed and burst into flames after a straight-in hard landing without leveling off.",October,1986,20,55.4454258,78.3222294
1668,09:30,"Near Nondalton, Alaksa",Air Taxi - Lake Clark Flying Service,"Nondalton, AK - Port Alsworth, AK",Robertson C-U206F,5   (passengers:4  crew:1),4   (passengers:3  crew:1),Shortly after takeoff from Hudson Lake the left wingtip contacted the water causing the aircraft to cartwheel. The aircraft came to rest inverted & floated for a short time before sinking. Poor judgement by the pilot in command. Unfavorable wind and weather conditions.,September,1982,17,,
1294,19:52,"Rich Mountain, Arkansas",Texas International Airlines,Memphis - El Dorado - Texarkana - Dallas,Convair 600,11   (passengers:8  crew:3),11   (passengers:8  crew:3),"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",September,1973,27,36.4250721,-93.9293655
425,17:15,"Vallejo, California",Arrow Airlines,Burbank - Oakland - Sacramento,Douglas DC-3,9   (passengers:6  crew:3),9   (passengers:6  crew:3),"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flight plan.",December,1949,7,38.1040864,-122.2566367
1737,10:35,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,23   (passengers:21  crew:2),23   (passengers:21  crew:2),"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.",January,1985,23,,
709,08:00Z,"Mahon, Spain",Aviaco,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,18   (passengers:15  crew:3),1   (passengers:1  crew:0),"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground",March,1959,13,39.8894325,4.2647291
